,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Owner_type,selling_price
11218,Hyundai,Grand,8,70000,Diesel,Manual,24.0,1120,70.0,5,1,290000
11219,Honda,City,3,41000,Petrol,Manual,17.0,1497,118.0,5,2,845000
11220,Maruti,Ertiga,7,57000,Petrol,Manual,16.02,1373,93.7,7,1,525000
11221,Maruti,Vitara,4,61000,Diesel,Manual,24.3,1248,88.5,5,2,654000
11222,Volkswagen,Vento,5,17000,Petrol,Manual,16.09,1598,103.2,5,1,650000
11223,Maruti,Wagon R,10,71000,Petrol,Manual,20.51,998,67.04,5,1,220000
11224,Datsun,redi-GO,4,17000,Petrol,Manual,20.71,799,53.64,5,2,280000
11225,Honda,City,3,29000,Petrol,Automatic,18.0,1497,117.3,5,1,1200000
11226,Datsun,RediGO,4,24719,Petrol,Manual,22.7,799,53.64,5,1,260000
11227,Honda,City,7,54000,Diesel,Manual,26.0,1498,98.6,5,1,495000
11229,Volkswagen,Polo,2,32000,Petrol,Manual,18.78,999,75.0,5,1,600000
11230,Renault,KWID,6,43719,Petrol,Manual,22.3,799,53.26,5,1,245000
11231,Honda,Amaze,6,54591,Diesel,Manual,25.8,1498,98.6,5,2,425000
11232,Hyundai,Verna,6,41000,Petrol,Manual,17.43,1396,105.5,5,2,570000
11233,Ford,Ecosport,5,56000,Petrol,Manual,18.88,999,123.24,5,2,675000
11234,Honda,City,2,15000,Petrol,Automatic,18.0,1497,117.3,5,1,1050000
11236,Maruti,Wagon R,5,56302,CNG,Manual,26.6,998,58.16,5,1,280000
11240,Toyota,Yaris,3,21000,Petrol,Automatic,17.8,1496,105.5,5,1,1150000
11241,Hyundai,Creta,6,77559,Diesel,Manual,19.67,1582,126.2,5,1,860000
11242,Audi,A4,8,42000,Diesel,Automatic,17.11,1968,174.33,5,2,1260000
11243,Volkswagen,Polo,8,69000,Petrol,Manual,17.24,1198,73.9,5,2,350000
11246,Maruti,Swift Dzire,4,82000,Petrol,Manual,20.85,1197,83.14,5,2,390000
11247,Hyundai,Grand,5,68000,Diesel,Manual,24.0,1120,70.0,5,1,399000
11248,Maruti,Swift Dzire,6,53000,Diesel,Manual,26.59,1248,74.0,5,1,460000
11249,Hyundai,i10,10,100000,Petrol,Manual,20.36,1197,78.9,5,2,170000
11250,Honda,Amaze,5,44000,Petrol,Manual,18.0,1198,86.7,5,2,450000
11251,Maruti,Wagon R,6,51000,CNG,Manual,26.2,998,58.2,5,1,300000
11252,Volkswagen,Vento,11,88254,Petrol,Manual,15.04,1598,103.6,5,2,310000
11253,Maruti,Vitara,5,61003,Diesel,Manual,24.3,1248,88.5,5,3,750000
11254,Hyundai,Santro,13,79000,Petrol,Manual,17.92,1086,62.1,5,1,130000
11255,Maruti,Alto,12,73000,Petrol,Manual,19.7,796,46.3,5,3,135000
11256,Maruti,Wagon R,12,60000,Petrol,Manual,21.79,998,67.05,5,3,140000
11257,Nissan,X-Trail,11,107000,Diesel,Automatic,13.29,1995,147.6,5,3,440000
11258,Hyundai,Verna,9,74000,Petrol,Manual,17.1,1591,121.3,5,3,415000
11259,Maruti,Wagon R,10,60000,Petrol,Manual,18.9,998,67.1,5,2,220000
11260,Hyundai,Grand,7,70000,Petrol,Manual,18.9,1197,82.0,5,2,385000
11263,Hyundai,Santro,12,62000,Petrol,Manual,17.92,1086,62.1,5,1,150000
11264,Ford,Figo,6,68140,Petrol,Manual,15.6,1196,70.0,5,3,355000
11265,Hyundai,Grand,5,48000,Diesel,Manual,24.0,1120,70.0,5,2,415000
11267,Ford,Figo,6,61000,Petrol,Manual,18.16,1196,86.8,5,1,350000
11268,Honda,City,9,65000,Petrol,Automatic,16.8,1497,118.0,5,2,440000
11269,Hyundai,Creta,6,58000,Diesel,Automatic,17.01,1582,126.2,5,2,850000
11270,Maruti,Alto,14,90000,Petrol,Manual,19.7,796,46.3,5,2,80000
11271,Hyundai,Venue,2,25000,Diesel,Manual,23.7,1396,88.7,5,3,1025000
11273,Maruti,Swift Dzire,7,46000,Petrol,Manual,17.5,1298,85.8,5,2,425000
11277,Maruti,Swift,8,80000,Diesel,Manual,28.4,1248,74.0,5,2,335000
11279,Maruti,Ciaz,5,55000,Petrol,Manual,20.73,1373,91.1,5,2,585000
11280,Mahindra,KUV,5,25000,Diesel,Manual,25.32,1198,77.0,6,1,400000
11281,Hyundai,Grand,5,65000,Petrol,Manual,18.9,1197,82.0,5,1,475000
11282,Maruti,Wagon R,8,55000,Petrol,Manual,21.79,998,67.05,5,1,250000
11283,Honda,City,6,64000,Diesel,Manual,25.1,1498,98.6,5,2,631000
11284,Honda,Amaze,7,39337,Petrol,Manual,18.0,1198,86.7,5,2,410000
11285,Skoda,Rapid,6,47000,Diesel,Manual,21.14,1498,108.6,5,2,495000
11286,Maruti,Swift,4,49437,Diesel,Manual,25.2,1248,74.0,5,2,435000
11287,Honda,City,9,62928,Petrol,Manual,16.8,1497,116.4,5,1,385000
11289,Hyundai,Verna,9,65000,Diesel,Automatic,16.2,1493,110.0,5,2,450000
11290,Maruti,Alto,7,25000,Petrol,Manual,22.74,796,47.3,5,2,265000
11291,Hyundai,i20,4,34300,Petrol,Manual,18.6,1197,81.83,5,2,600000
11292,Hyundai,Santro,1,9668,CNG,Manual,30.48,1086,58.0,5,1,540000
11293,Honda,Amaze,2,19000,Petrol,Manual,19.5,1199,88.76,5,1,578000
11294,Maruti,Alto,3,43063,Petrol,Manual,24.7,796,47.3,5,1,260000
11296,Hyundai,i20,2,2200,Petrol,Manual,17.19,1197,81.86,5,1,665000
11297,Toyota,Glanza,1,2000,Petrol,Automatic,19.56,1197,81.8,5,1,915000
11298,Honda,City,5,56000,Diesel,Manual,26.0,1498,98.6,5,1,590000
11299,Skoda,Octavia,6,55000,Petrol,Automatic,14.7,1798,177.5,5,1,945000
11300,Maruti,Swift Dzire,5,41556,Diesel,Manual,28.4,1248,74.02,5,2,453000
11302,Maruti,Vitara,5,26000,Diesel,Manual,24.3,1248,88.5,5,1,625000
11304,Maruti,Wagon R,8,25840,Petrol,Manual,20.51,998,67.04,5,1,300000
11306,Maruti,Ciaz,6,55000,Petrol,Manual,20.73,1373,91.1,5,1,550000
11307,Hyundai,i10,12,130000,Petrol,Manual,20.36,1197,78.9,5,2,130000
11308,Honda,City,4,19000,Petrol,Manual,17.4,1497,117.6,5,3,825000
11309,Honda,City,14,80000,Petrol,Manual,17.7,1497,78.0,5,1,115000
11311,Maruti,Ertiga,4,21000,Petrol,Manual,16.02,1373,93.7,7,1,720000
11312,Maruti,Ciaz,7,25000,Petrol,Manual,20.73,1373,91.1,5,1,500000
11313,Ford,Ecosport,7,58000,Diesel,Manual,22.7,1498,89.84,5,2,450000
11314,Maruti,Swift Dzire,3,65000,Petrol,Manual,22.0,1197,81.8,5,2,610000
11315,Hyundai,Grand,7,30589,Petrol,Manual,18.9,1197,81.86,5,1,385000
11316,Maruti,Swift,11,70000,Petrol,Manual,16.1,1197,85.0,5,2,225000
11317,Tata,Tiago,3,25656,Petrol,Manual,23.84,1199,84.0,5,3,450000
11318,Renault,Duster,8,63000,Diesel,Manual,20.45,1461,83.8,5,1,450000
11319,Hyundai,Grand,2,27000,Petrol,Automatic,18.9,1197,81.86,5,2,550000
11321,Toyota,Yaris,3,18280,Petrol,Manual,17.1,1496,105.5,5,2,890000
11323,Maruti,Ignis,4,35000,Petrol,Manual,20.89,1197,81.8,5,1,510000
11324,Volkswagen,Polo,5,39000,Petrol,Manual,16.47,1198,74.0,5,1,525000
11325,Hyundai,Creta,4,54000,Petrol,Manual,15.29,1591,121.3,5,1,999000
11326,Maruti,Vitara,4,40000,Diesel,Manual,24.3,1248,88.5,5,1,825000
11327,Maruti,Ignis,4,34489,Petrol,Automatic,20.89,1197,81.8,5,1,550000
11328,Hyundai,Creta,4,70000,Diesel,Automatic,17.01,1582,126.2,5,1,1030000
11329,Honda,WR-V,4,15000,Petrol,Manual,17.5,1199,88.7,5,1,750000
11331,Mahindra,Scorpio,4,35000,Diesel,Manual,15.4,1997,120.0,7,2,1280000
11332,BMW,3,9,86000,Diesel,Automatic,16.07,1995,181.0,5,1,775000
11334,Hyundai,Verna,4,24000,Diesel,Manual,22.0,1582,126.2,5,1,890000
11335,Hyundai,Santro,9,55324,Petrol,Manual,17.92,1086,62.1,5,1,200000
11336,Maruti,Dzire VXI,8,30000,Petrol,Automatic,24.12,1197,88.5,5,2,475000
11337,Maruti,Swift Dzire,6,47900,Petrol,Manual,20.85,1197,83.14,5,2,410000
11338,Hyundai,Verna,7,43500,Petrol,Manual,17.43,1396,105.5,5,2,520000
11339,Hyundai,i20,4,8500,Petrol,Manual,18.6,1197,81.83,5,2,550000
11340,Hyundai,i10,10,63155,Petrol,Manual,20.36,1197,78.9,5,1,220000
11341,Hyundai,i20,4,35601,Petrol,Manual,18.6,1197,81.83,5,2,565000
11342,Honda,Amaze,4,55000,Petrol,Manual,17.8,1198,86.7,5,1,479000
11344,Maruti,Swift Dzire,5,41000,Petrol,Manual,22.0,1197,81.8,5,1,490000
11345,Maruti,Ciaz,3,42000,Petrol,Manual,20.65,1462,103.25,5,1,860000
11346,Maruti,Swift Dzire,10,44070,Petrol,Manual,17.5,1197,85.8,5,1,345000
11348,Maruti,Swift,4,90000,Diesel,Manual,25.2,1248,74.0,5,2,515000
11349,Honda,City,7,73000,Diesel,Manual,25.1,1498,98.6,5,1,574000
11350,Hyundai,i10,10,91002,Petrol,Manual,19.81,1086,68.05,5,2,205000
11351,Honda,Jazz,6,80000,Diesel,Manual,27.3,1498,98.6,5,2,475000
11352,Renault,Duster,5,65000,Diesel,Manual,19.6,1461,108.45,5,2,550000
11353,Maruti,Wagon R,3,29000,Petrol,Manual,21.79,998,67.05,5,1,365000
11354,Maruti,Alto,6,19668,Petrol,Manual,23.95,998,67.05,5,1,300000
11355,Honda,Amaze,5,52312,Petrol,Manual,17.8,1198,86.7,5,2,490000
11356,Hyundai,i10,5,46568,Petrol,Manual,19.81,1086,68.05,5,1,330000
11358,BMW,3,10,69000,Diesel,Automatic,13.2,1995,170.0,5,1,775000
11359,Hyundai,Verna,3,31000,Petrol,Manual,17.0,1591,121.3,5,2,925000
11361,Maruti,Swift Dzire,5,49000,Petrol,Manual,20.85,1197,83.14,5,1,485000
11362,Maruti,Vitara,5,52000,Diesel,Manual,24.3,1248,88.5,5,1,680000
11364,Honda,City,7,57500,Diesel,Manual,26.0,1498,98.6,5,1,515000
11365,Mahindra,KUV100,5,40000,Diesel,Manual,25.32,1198,77.0,6,2,485000
11366,Ford,Freestyle,3,40000,Petrol,Manual,19.0,1194,94.68,5,1,600000
11367,Maruti,Ciaz,5,52000,Diesel,Manual,28.09,1248,88.5,5,1,575000
11368,Honda,City,6,65000,Petrol,Manual,17.8,1497,117.3,5,1,625000
11369,Hyundai,Santro,13,128880,Petrol,Manual,17.92,1086,62.1,5,2,125000
11370,Volkswagen,Vento,6,64576,Diesel,Automatic,21.5,1498,108.5,5,3,575000
11371,Maruti,Ertiga,3,13315,Petrol,Manual,19.01,1462,103.26,7,2,725000
11373,Volkswagen,Vento,9,58000,Diesel,Manual,20.54,1598,103.6,5,2,325000
11374,Honda,City,7,57000,Petrol,Manual,17.8,1497,117.3,5,2,620000
11375,Maruti,Alto,2,5863,Petrol,Manual,23.95,998,67.05,5,2,375000
11376,Audi,A4,11,82000,Petrol,Automatic,12.3,1781,163.2,5,1,750000
11377,Volkswagen,Vento,8,36000,Diesel,Manual,20.34,1498,103.2,5,3,480000
11378,Hyundai,i10,10,70000,Petrol,Manual,19.81,1086,68.05,5,2,199000
11379,Maruti,Ertiga,5,51500,Diesel,Manual,24.52,1248,88.5,7,2,650000
11381,Honda,Amaze,8,50000,Diesel,Manual,25.8,1498,98.6,5,2,340000
11384,Maruti,Swift Dzire,10,110000,Diesel,Manual,19.3,1248,73.9,5,2,230000
11385,Maruti,Swift,6,90000,Diesel,Manual,28.4,1248,74.0,5,2,435000
11387,Maruti,Ciaz,6,49570,Diesel,Manual,26.21,1248,88.5,5,2,600000
11388,Maruti,Swift,10,53000,Petrol,Manual,16.1,1298,88.2,5,2,275000
11389,Hyundai,i10,9,75000,Petrol,Manual,19.81,1086,68.05,5,2,235000
11392,Volkswagen,Vento,6,51000,Diesel,Automatic,21.21,1498,103.2,5,2,585000
11394,Ford,Ecosport,8,47000,Diesel,Manual,22.7,1498,89.84,5,2,465000
11395,Maruti,Wagon R,5,52000,Petrol,Manual,20.51,998,67.04,5,2,300000
11396,Renault,Duster,8,90000,Diesel,Manual,19.01,1461,108.45,5,1,349000
11397,Maruti,Baleno,5,19000,Petrol,Automatic,21.4,1197,83.1,5,2,550000
11398,Maruti,Ciaz,6,48000,Petrol,Automatic,19.12,1373,91.1,5,1,625000
11399,Volkswagen,Polo,9,54000,Diesel,Manual,22.07,1199,73.9,5,2,255000
11400,Hyundai,i20,6,84475,Diesel,Manual,22.54,1396,88.73,5,2,481000
11401,BMW,3,10,24000,Diesel,Automatic,16.07,1995,181.0,5,2,875000
11402,Hyundai,i20,4,29914,Petrol,Manual,18.6,1197,81.83,5,2,665000
11403,Maruti,Swift,7,58000,Petrol,Manual,18.6,1197,85.8,5,1,370000
11405,Maruti,Baleno,5,44000,Petrol,Manual,21.01,1197,81.8,5,1,530000
11406,Maruti,Swift Dzire,7,71000,Diesel,Manual,23.4,1248,74.0,5,1,385000
11407,Hyundai,Verna,7,72000,Diesel,Manual,22.32,1582,126.32,5,2,475000
11408,Volkswagen,Polo,5,53000,Petrol,Automatic,17.21,1197,103.5,5,2,690000
11409,Maruti,Wagon R,10,57000,CNG,Manual,26.2,998,58.2,5,1,210000
11410,Volkswagen,Polo,8,83703,Diesel,Manual,22.07,1199,73.9,5,2,236000
11412,Volkswagen,Polo,10,65000,Petrol,Manual,16.2,1199,74.0,5,1,260000
11413,Maruti,Swift,10,70255,Petrol,Manual,16.1,1197,85.0,5,2,260000
11414,Maruti,Swift Dzire,12,69000,Petrol,Manual,17.5,1298,85.8,5,2,215000
11415,Maruti,Swift Dzire,11,72000,Petrol,Manual,19.1,1197,85.8,5,3,260000
11417,Maruti,Swift Dzire,6,28777,Diesel,Manual,26.59,1248,74.0,5,2,475000
11418,Ford,Ecosport,5,57000,Petrol,Manual,17.0,1497,121.36,5,2,635000
11419,Maruti,Alto,5,40000,Petrol,Manual,22.74,796,47.3,5,1,260000
11421,Maruti,Swift Dzire,3,56000,Petrol,Manual,22.0,1197,81.8,5,1,575000
11422,Volkswagen,Vento,7,55000,Diesel,Manual,22.27,1498,108.6,5,1,375000
11423,Honda,City,2,10000,Petrol,Automatic,17.4,1497,117.6,5,2,1350000
11425,Mahindra,Scorpio,5,44000,Diesel,Manual,15.4,1997,120.0,7,1,1000000
11426,Ford,Figo,9,98000,Diesel,Manual,20.0,1399,68.0,5,1,200000
11427,Maruti,Ertiga,4,63000,Diesel,Manual,24.2,1498,93.87,7,2,725000
11428,Hyundai,i20,3,8000,Petrol,Manual,18.6,1197,81.83,5,1,690000
11429,Maruti,Ertiga,8,50000,Diesel,Manual,24.2,1498,93.87,7,1,550000
11430,Maruti,Vitara,4,18000,Diesel,Manual,24.3,1248,88.5,5,2,750000
11431,Hyundai,i20,6,70000,Diesel,Manual,22.54,1396,88.73,5,1,700000
11432,Maruti,Ertiga,4,70000,Diesel,Manual,24.52,1248,88.5,7,2,690000
11433,Hyundai,Verna,8,69000,Diesel,Manual,22.32,1582,126.32,5,1,400000
11436,Honda,Amaze,3,38000,Petrol,Manual,17.8,1198,86.7,5,2,600000
11437,Maruti,Swift,11,78300,Petrol,Manual,16.1,1197,85.0,5,1,225000
11438,Honda,Amaze,7,55200,Petrol,Manual,18.0,1198,86.7,5,3,375000
11439,Hyundai,Verna,7,70000,Diesel,Manual,22.32,1582,126.32,5,2,475000
11440,Honda,Amaze,4,32000,Petrol,Manual,17.8,1198,86.7,5,2,510000
11441,Volkswagen,Vento,10,65101,Diesel,Manual,20.54,1598,103.6,5,1,285000
11442,Maruti,Vitara,3,44000,Diesel,Manual,24.3,1248,88.5,5,2,840000
11443,Hyundai,i10,6,36936,Petrol,Manual,19.81,1086,68.05,5,1,344000
11444,Maruti,Baleno,5,58000,Petrol,Manual,21.4,1197,83.1,5,2,550000
11445,Maruti,Swift Dzire,9,45000,Petrol,Automatic,17.4,1197,85.8,5,1,395000
11446,Mahindra,Scorpio,6,83000,Diesel,Manual,15.4,1997,120.0,7,2,850000
11447,Hyundai,Grand,2,12480,Petrol,Manual,18.9,1197,81.86,5,2,545000
11448,Maruti,Swift Dzire,6,79806,Petrol,Manual,20.85,1197,83.14,5,1,430000
11450,Honda,Amaze,2,6399,Petrol,Manual,19.5,1199,88.76,5,1,715000
11452,Volkswagen,Polo,10,78800,Diesel,Manual,22.07,1199,73.9,5,2,220000
11453,Honda,Amaze,7,58000,Petrol,Automatic,15.5,1198,86.7,5,2,445000
11454,Ford,Ecosport,7,62000,Diesel,Manual,22.7,1498,89.84,5,2,545000
11455,Hyundai,Creta,5,54000,Diesel,Manual,19.67,1582,126.2,5,2,875000
11456,Maruti,Alto,3,25000,Petrol,Manual,23.95,998,67.05,5,1,330000
11457,Honda,Amaze,3,27000,Petrol,Manual,17.8,1198,86.7,5,1,675000
11459,Hyundai,i10,9,65000,Petrol,Manual,20.36,1197,78.9,5,1,240000
11460,Hyundai,i20,10,58000,Petrol,Manual,17.0,1197,80.0,5,2,280000
11461,Maruti,Wagon R,15,90000,Petrol,Manual,18.9,998,67.1,5,2,82875
11462,Volkswagen,Polo,7,17205,Petrol,Manual,16.47,1198,74.0,5,3,450000
11463,Maruti,Swift Dzire,3,72000,Diesel,Manual,28.4,1248,74.02,5,2,680000
11464,Maruti,Vitara,5,61000,Diesel,Manual,24.3,1248,88.5,5,1,670000
11465,Maruti,Wagon R,13,71000,Petrol,Manual,20.51,998,67.04,5,1,115000
11466,Maruti,Wagon R,13,70000,Petrol,Manual,21.79,998,67.05,5,3,124000
11468,Hyundai,Grand,5,20000,Petrol,Manual,18.9,1197,82.0,5,1,439000
11470,Hyundai,Grand,7,41000,Petrol,Manual,18.9,1197,82.0,5,2,380000
11471,Renault,Duster,4,35000,Petrol,Manual,14.19,1498,104.5,5,2,585000
11472,Honda,City,10,62000,Petrol,Manual,17.0,1497,118.0,5,1,360000
11473,Hyundai,Verna,2,4900,Petrol,Manual,17.0,1591,121.3,5,2,945000
11474,Skoda,Superb,9,55200,Petrol,Manual,13.14,1798,157.8,5,1,525000
11475,Hyundai,Grand,4,48000,Diesel,Manual,24.0,1120,70.0,5,2,395000
11476,Volkswagen,Polo,5,38060,Petrol,Automatic,17.21,1197,103.5,5,1,675000
11478,Hyundai,i10,11,65000,Petrol,Manual,19.81,1086,68.05,5,2,175000
11479,Maruti,Alto,6,25864,Petrol,Manual,22.74,796,47.3,5,3,265000
11480,Hyundai,Verna,9,94892,Diesel,Manual,22.32,1582,126.3,5,2,310000
11482,Ford,Ecosport,4,15000,Petrol,Automatic,14.8,1497,121.36,5,2,800000
11483,Honda,City,5,53000,Petrol,Automatic,18.0,1497,117.3,5,1,890000
11484,Ford,Ecosport,3,9929,Petrol,Manual,17.0,1497,121.36,5,1,750000
11485,Skoda,Octavia,5,120000,Diesel,Automatic,19.3,1968,141.0,5,1,1150000
11487,BMW,3,11,48000,Petrol,Automatic,12.05,1995,154.0,5,1,680000
11488,Honda,Jazz,6,60000,Petrol,Manual,18.7,1199,88.7,5,3,495000
11489,Hyundai,i20,10,75000,Petrol,Manual,17.0,1197,80.0,5,2,255000
11490,Renault,KWID,4,31851,Petrol,Manual,25.17,799,53.3,5,2,278000
11492,Renault,Duster,7,62000,Diesel,Manual,19.01,1461,108.45,5,1,475000
11495,Hyundai,i20,9,108000,Diesel,Manual,21.9,1396,90.0,5,1,220000
11496,Renault,KWID,5,22779,Petrol,Manual,25.17,799,53.3,5,2,300000
11497,Hyundai,Creta,5,30000,Petrol,Manual,15.8,1591,121.3,5,1,950000
11498,Hyundai,Creta,6,77000,Diesel,Manual,21.38,1396,88.7,5,1,775000
11499,Hyundai,Grand,4,56302,Diesel,Manual,24.0,1186,73.97,5,2,440000
11500,Maruti,Alto,2,25000,Petrol,Manual,24.7,796,47.3,5,1,300000
11502,Hyundai,i10,9,72000,Petrol,Manual,20.36,1197,78.9,5,3,240000
11503,Renault,KWID,4,20000,Petrol,Manual,22.3,799,53.26,5,2,275000
11504,Hyundai,Santro,13,81000,Petrol,Manual,17.92,1086,62.1,5,1,125000
11505,Hyundai,i10,10,82110,Petrol,Manual,20.36,1197,78.9,5,3,265000
11506,Hyundai,Verna,8,67000,Petrol,Automatic,17.1,1591,121.4,5,2,465000
11507,Maruti,Vitara,3,38300,Diesel,Manual,24.3,1248,88.5,5,2,750000
11508,Hyundai,Grand,5,13229,Petrol,Manual,18.9,1197,82.0,5,1,500000
11509,Honda,City,6,32000,Petrol,Manual,17.4,1497,117.6,5,1,755000
11510,Hyundai,i20,7,80000,Diesel,Manual,21.9,1396,88.76,5,2,350000
11511,Hyundai,i20,11,68000,Petrol,Manual,18.5,1197,80.0,5,2,180000
11512,Maruti,Alto,6,56660,Petrol,Manual,23.95,998,67.05,5,3,250000
11513,Hyundai,Grand,6,46000,Diesel,Manual,24.0,1120,70.0,5,2,335000
11514,Maruti,Swift,3,4000,Petrol,Manual,22.0,1197,81.8,5,2,490000
11515,Ford,Ecosport,4,54000,Diesel,Manual,23.0,1498,98.96,5,1,680000
11516,Hyundai,Creta,3,19800,Diesel,Manual,22.1,1396,88.7,5,1,1050000
11518,Honda,City,4,55000,Petrol,Manual,17.0,1497,118.0,5,2,745000
11519,Maruti,Eeco,5,38640,CNG,Manual,15.1,1196,73.0,5,1,285000
11520,Hyundai,i20,2,28000,Petrol,Manual,18.6,1197,81.83,5,1,630000
11522,Renault,KWID,3,8000,Petrol,Manual,25.17,799,53.3,5,1,300000
11525,Volkswagen,Polo,3,54495,Diesel,Manual,20.14,1498,88.0,5,1,538000
11527,Renault,Duster,9,66000,Diesel,Manual,19.01,1461,108.45,5,2,428000
11528,Maruti,Baleno,3,16315,Petrol,Manual,21.4,1197,83.1,5,2,590000
11529,Maruti,Swift,1,9000,Petrol,Manual,21.21,1197,81.8,5,1,550000
11532,Maruti,Ciaz,6,102000,Petrol,Manual,20.73,1373,91.1,5,1,551000
11533,Hyundai,Venue,1,10000,Diesel,Manual,23.7,1396,88.7,5,2,1039000
11534,Maruti,Swift Dzire,10,83000,Petrol,Manual,17.5,1298,85.8,5,1,220000
11536,Ford,Ecosport,5,41666,Petrol,Automatic,15.63,1499,110.4,5,2,715000
11537,Maruti,Swift,6,46138,Petrol,Manual,20.4,1197,81.8,5,1,400000
11538,Maruti,Eeco,5,55000,CNG,Manual,21.94,1196,61.7,5,2,270000
11539,Maruti,Swift Dzire,3,36725,Petrol,Automatic,21.21,1197,81.8,5,1,725000
11540,Honda,WR-V,4,50000,Diesel,Manual,25.5,1498,98.6,5,1,700000
11543,Maruti,Ertiga,5,58000,Diesel,Manual,25.47,1248,88.5,7,1,665000
11544,Maruti,Baleno,4,46931,Petrol,Manual,21.01,1197,81.8,5,1,500000
11545,Hyundai,i20,5,30000,Diesel,Manual,22.54,1396,88.73,5,1,554000
11546,Honda,City,4,15000,Petrol,Manual,16.8,1497,116.3,5,1,835000
11547,Volkswagen,Polo,6,34156,Petrol,Manual,16.47,1198,74.0,5,1,445000
11548,Honda,City,7,70000,Diesel,Manual,26.0,1498,98.6,5,2,550000
11549,Maruti,Swift,2,18800,Petrol,Manual,20.4,1197,83.11,5,2,515000
11550,Maruti,Ciaz,6,49000,Diesel,Manual,28.09,1248,88.5,5,1,550000
11551,Volkswagen,Vento,8,75000,Diesel,Manual,20.54,1598,103.6,5,2,365000
11552,Honda,City,7,56000,Petrol,Manual,17.4,1497,117.3,5,2,500000
11554,Tata,Tiago,2,23000,Petrol,Manual,23.84,1199,84.0,5,1,445000
11555,Maruti,Baleno,4,20000,Petrol,Automatic,19.56,1197,81.8,5,1,710000
11556,Maruti,Vitara,5,120000,Diesel,Manual,24.3,1248,88.5,5,1,700000
11557,Maruti,Wagon R,6,53000,CNG,Manual,26.2,998,58.2,5,1,350000
11558,Maruti,Swift Dzire,8,112000,Diesel,Manual,23.4,1248,74.0,5,2,345000
11559,Ford,Figo,10,43493,Petrol,Manual,15.6,1196,70.0,5,2,199000
11561,Honda,Amaze,3,6905,Petrol,Automatic,19.0,1199,88.76,5,1,750000
11562,Maruti,Celerio,4,24513,Petrol,Manual,21.63,998,67.04,5,1,525000
11563,Maruti,Swift,5,76508,Petrol,Manual,20.4,1197,83.11,5,1,399000
11564,Hyundai,Verna,4,28500,Diesel,Manual,22.32,1582,126.3,5,1,825000
11565,Honda,City,12,77000,Petrol,Manual,17.0,1497,118.0,5,1,385000
11567,Honda,Amaze,3,18000,Petrol,Automatic,18.1,1199,88.7,5,2,635000
11568,Maruti,Wagon R,6,23853,Petrol,Automatic,21.79,998,67.05,5,1,460000
11569,Hyundai,Verna,8,78000,Diesel,Manual,22.32,1582,126.3,5,2,450000
11570,Honda,WR-V,4,79000,Petrol,Manual,17.5,1199,88.7,5,2,715000
11571,Honda,City,9,37323,Petrol,Manual,17.0,1497,118.0,5,1,400000
11572,Renault,KWID,4,22000,Petrol,Manual,23.01,999,67.0,5,2,295000
11573,Maruti,Swift,4,95000,Diesel,Manual,28.4,1248,74.0,5,1,615000
11574,Maruti,Alto,7,70000,Petrol,Manual,22.74,796,47.3,5,1,175000
11576,Maruti,Ciaz,5,24603,Petrol,Manual,20.73,1373,91.1,5,1,695000
11578,Maruti,Ertiga,3,75000,Diesel,Manual,25.47,1248,88.5,7,2,950000
11579,Hyundai,i20,9,64198,Diesel,Manual,21.9,1396,90.0,5,1,415000
11580,Ford,Figo,10,57342,Petrol,Manual,15.6,1196,70.0,5,2,250000
11581,Maruti,Wagon R,3,15000,Petrol,Manual,20.51,998,67.04,5,2,440000
11582,Hyundai,i20,5,60000,Petrol,Manual,17.19,1197,81.86,5,1,600000
11583,Maruti,Ertiga,7,60000,Petrol,Manual,16.02,1373,93.7,7,1,650000
11584,Honda,Amaze,8,42000,Diesel,Manual,25.8,1498,98.6,5,2,475000
11585,Maruti,Celerio,6,57226,Petrol,Automatic,23.1,998,67.04,5,2,450000
11586,Maruti,Alto,5,50000,Petrol,Manual,24.7,796,47.3,5,2,240000
11587,Honda,Jazz,3,17843,Petrol,Automatic,17.1,1199,88.51,5,1,925000
11588,Volkswagen,Vento,6,61000,Petrol,Manual,15.04,1598,103.2,5,1,530000
11589,Maruti,Baleno,3,40000,Petrol,Manual,21.4,1197,83.1,5,2,520000
11590,Hyundai,Grand,4,38343,Petrol,Manual,18.9,1197,81.86,5,1,530000
11591,Hyundai,Grand,7,56494,Diesel,Manual,24.0,1120,70.0,5,1,390000
11592,Hyundai,i10,8,32545,Petrol,Manual,20.36,1197,78.9,5,2,325000
11593,Honda,Amaze,3,26718,Diesel,Manual,24.7,1498,98.63,5,2,935000
11595,Honda,City,3,20000,Petrol,Manual,17.4,1497,117.6,5,1,1245000
11596,Ford,Ecosport,6,15000,Diesel,Manual,22.77,1498,98.59,5,1,770000
11597,Hyundai,Verna,8,75842,Diesel,Automatic,22.32,1582,126.32,5,2,625000
11598,Maruti,Celerio,5,70000,Petrol,Manual,23.1,998,67.04,5,2,420000
11599,Maruti,Eeco,6,60200,CNG,Manual,21.94,1196,61.7,5,1,385000
11600,Maruti,Vitara,2,13000,Diesel,Manual,24.3,1248,88.5,5,2,951000
11601,Maruti,Ertiga,8,90000,Diesel,Manual,20.77,1248,88.76,7,1,600000
11602,Maruti,Eeco,2,70000,Petrol,Manual,15.37,1196,73.0,5,2,400000
